Date,JulianDay,CIMIS_Eto_mm,Precip_mm,SolRad_W.sq.m,AvgVap_kPa,MaxAirTemp_C,MinAirTemp_C,AvgAirTemp_C,MaxRelHum,MinRelHum,AvgRelHum,DewPt_C,AvgwSpd_m.s,WndRun_Km,AvgSoilTemp_C
2/28/1997,59,4.63,0,218,0.5,16.7,2.2,10.4,70,21,40,-2.7,5.6,485.2,10.3
3/1/1997,60,3.11,0,184,0.8,15.9,2.6,9.4,88,51,71,4.3,4.5,390.7,9.9
3/2/1997,61,3.23,1,212,0.9,16.1,6.9,11.1,99,37,67,5.3,4.4,381.1,10.9
3/3/1997,62,2.73,0,180,0.7,15.3,1.6,9.2,88,32,58,1.4,2.8,243.1,10.6
3/4/1997,63,3.73,0,226,0.5,16.8,2.7,8.6,74,22,46,-2.4,3.5,301.9,9.7
3/5/1997,64,2.89,0,209,0.6,17.5,-0.3,8.6,88,35,58,0.8,1.5,130.4,9.6
3/6/1997,65,3.2,0,214,0.8,19.4,0.9,10,94,37,66,4,2,176.4,10.1
3/7/1997,66,3.39,0,220,0.9,20.5,3,11.9,95,37,64,5.3,2,172.9,10.5
3/8/1997,67,4.17,0,218,0.8,22.8,3.9,12.7,95,22,54,3.6,2.9,248,10.8
3/9/1997,68,3.87,0,215,0.8,24.8,3.9,14.1,79,23,47,3,2.2,187.7,10.9
3/10/1997,69,3.44,0,231,1,24.7,3.7,14.3,89,36,62,7.1,1.4,123.5,11.6
3/11/1997,70,2.97,0,176,1,23.2,5.3,13.9,92,35,61,6.5,2.1,184.7,12
3/12/1997,71,3.71,0,223,0.7,19.4,0.7,10.9,90,28,51,1.1,2.4,210.5,11.4
3/13/1997,72,5.4,0,226,0.5,21,5.4,12.8,66,15,34,-2.7,4.4,382.7,10.9
3/14/1997,73,3.83,0,223,0.8,23.8,3.2,13.4,84,28,52,3.8,1.8,156.8,15.1
3/15/1997,74,3.06,0,159,1,20.5,9.3,14.1,88,35,63,7.3,3.3,288.4,17.2
3/16/1997,75,0.42,10,42,1.2,14,10.3,11.7,100,73,88,9.7,3.1,271.6,15.5
3/17/1997,76,2.53,0,186,1.3,20.2,9.3,14.2,100,58,83,11.4,1.6,138,15.5
3/18/1997,77,3.48,0,236,1.3,22.2,7.9,14.5,99,52,80,11,2.1,178.8,15.6
3/19/1997,78,2.95,0,192,1.4,24.1,9.3,16,98,48,76,11.8,2,172.7,15.7
3/20/1997,79,3.85,0,203,1.5,23.8,9.7,17.3,100,53,75,12.8,3.1,264.6,16
3/21/1997,80,3.54,0,155,1.3,24.3,12.8,18.6,90,43,60,10.7,3.1,267.6,16.1
3/22/1997,81,2.52,0,169,1.5,24.1,9.6,15.7,100,54,83,12.7,1.4,118.5,16.1
3/23/1997,82,4.63,0,240,1.2,26.1,7.8,16.4,100,32,64,9.7,2.5,218.7,16.1
3/24/1997,83,6.84,0,252,1,27.4,12.5,20.2,64,28,41,6.6,5.5,474.4,15.8
3/25/1997,84,4.42,0,244,1.1,26.3,10.8,18.9,79,39,51,8.6,1.9,163,16.2
3/26/1997,85,4.68,0,259,1.2,26.9,8.3,17,92,30,63,9.9,2.2,193.8,16.5
3/27/1997,86,4.33,0,129,,21.8,0,14.9,95,26,,,3,259.1,16.1
3/28/1997,87,7.23,0,288,0.7,22.3,5,14.5,94,20,45,2.6,5.9,508.3,15.1
3/29/1997,88,6.21,0,290,0.6,24.6,10,16.8,65,17,30,-0.7,4.4,380,14.6
3/30/1997,89,4.78,0,256,0.9,19.1,7.2,12.7,75,45,59,4.9,4.1,354.8,14.6
3/31/1997,90,3.93,0,260,0.7,16.9,3.1,10.8,84,27,50,0.9,2.3,202.6,14.2
4/1/1997,91,7.41,0,287,0.4,17.7,6.8,12,59,15,29,-5.6,7.8,670.5,13.2
4/2/1997,92,8.34,0,298,0.4,21.7,6.6,14,42,13,23,-6.9,7.5,647.1,12.6
4/3/1997,93,7.26,0,305,0.5,25.6,7.9,16.4,45,12,25,-3.5,4.7,403,13
4/4/1997,94,7.85,1,295,0.4,22.8,11.6,17.1,36,8,19,-6.5,5.7,489.5,13.3
4/5/1997,95,6.96,0,294,0.4,21,7.3,14.2,62,8,24,-6,5,435.9,12.7
4/6/1997,96,4.26,0,237,0.8,19.3,4,12.4,84,40,59,4.6,2.9,254.5,13.1
4/7/1997,97,4.48,0,274,0.9,21.3,4,12.9,94,34,60,5.4,2.2,190.3,14.6
4/8/1997,98,5.14,0,279,0.8,22.1,3.9,13.2,90,26,51,3.4,3,259.5,15.9
4/9/1997,99,6.39,0,296,0.5,20.2,5.5,13.3,57,19,33,-2.6,4.5,388.9,14.5
4/10/1997,100,7.03,0,296,0.5,22.2,9.3,15.7,52,15,30,-1.9,5.4,470.3,13.9
4/11/1997,101,7.12,0,285,0.5,22.9,9.7,15.9,57,13,29,-2.3,5.2,448.2,15.7
4/12/1997,102,4.9,0,264,0.9,22.8,5.6,15,86,23,51,5,2.7,229.9,15.9
4/13/1997,103,4.68,0,271,1.1,23.1,7.1,15,95,35,63,8.1,2.2,187,16.3
4/14/1997,104,6.17,0,285,0.9,26,9.1,17.6,76,25,47,6,3.5,304,16.1
4/15/1997,105,5.46,0,293,1.1,29,10.8,19,67,24,49,7.9,2.2,188.8,16.4
4/16/1997,106,4.98,0,264,1.1,27.6,9.7,18.5,86,24,52,8.4,1.9,162.6,17.2
4/17/1997,107,5.43,0,276,1.3,26.6,11,18.9,92,34,59,10.7,2.6,228.4,21
4/18/1997,108,1.93,1,132,1.5,19.7,11.6,15.5,100,71,88,13.4,4.4,375.9,21.5
4/19/1997,109,2.81,0,177,1.6,20.5,12,16.5,99,62,83,13.6,3.7,318.4,20
4/20/1997,110,4.7,0,259,1.7,24.1,13.3,18.8,99,57,78,14.9,3.4,289.4,20
4/21/1997,111,3.73,0,201,1.6,22.3,14.1,18.3,89,64,77,14.2,3.8,325.9,20.1
4/22/1997,112,2.29,0,147,1.4,22.2,9,16,100,61,78,12.3,2.2,193.2,19.4
4/23/1997,113,5.68,0,313,0.9,22,8.7,15.8,97,28,49,5.1,3.4,296.1,18.9
4/24/1997,114,7.9,1,325,0.6,24.4,8,17,62,16,33,0.5,5.3,458.1,18
4/25/1997,115,8.07,0,314,0.8,29.3,13.5,21.3,66,16,31,3.5,4.8,418.9,17.7
4/26/1997,116,6.16,0,306,1.2,29.7,10.4,20.2,82,28,51,9.7,2.6,222.4,18.5
4/27/1997,117,5.35,0,277,1.2,25.2,11.9,18.5,87,29,58,10,3,262.2,19
4/28/1997,118,3.64,0,193,1,21.9,9.2,15.5,87,32,56,6.7,2.3,200.6,18.2
4/29/1997,119,4.91,0,278,1.1,23,9.5,16,82,38,60,8.2,2,171.6,18.1
4/30/1997,120,5.97,0,297,1,24,8,16.9,83,33,51,6.6,2.7,235.2,18.2
5/1/1997,121,7.07,0,327,0.6,22.9,4.4,15,69,14,35,-0.5,3.9,338.1,17.2
5/2/1997,122,5.52,0,287,0.9,24.8,9,16.2,82,22,47,5,2.2,186.9,17.2
5/3/1997,123,5.97,0,315,1.2,26.6,9,17.5,86,29,58,9.1,2.5,216.3,17.9
5/4/1997,124,5.73,0,333,1,26.9,6.1,16.6,87,29,54,7.3,2.2,192.8,17.9
5/5/1997,125,6.07,0,319,1.1,28.3,9.5,18.9,88,27,52,8.7,2.2,192.1,19.7
5/6/1997,126,6.4,0,328,1.1,28.4,12.1,20.3,78,26,47,8.5,2.4,208.9,20.8
5/7/1997,127,6.81,0,336,1,31.3,9.8,20.6,82,21,41,6.8,2.5,214.5,20.3
5/8/1997,128,6.01,0,331,1.2,29.3,10.1,19,89,31,56,9.9,2,175,20.4
5/9/1997,129,5.98,0,334,1.3,31.3,9.3,19.9,95,24,56,10.9,1.8,157.6,20.5
5/10/1997,130,6.15,0,333,1.4,31.2,9.8,20.4,94,28,58,11.8,1.9,168.3,20.7
5/11/1997,131,6.04,0,323,1.4,32.4,9.3,20.3,97,29,58,11.8,1.8,155.9,20.7
5/12/1997,132,6.82,0,336,1.3,33.8,10.8,21.8,91,18,50,10.9,2.3,196.8,24.2
5/13/1997,133,6.73,0,327,1.2,32.5,10.2,21.4,86,20,48,9.9,2.4,205.9,25.2
5/14/1997,134,6.75,0,333,1.5,30.8,14.2,22.4,92,35,54,12.7,2.5,214.9,23.5
5/15/1997,135,6.69,1,334,1.4,31.3,13.3,22.9,83,29,49,11.7,2.1,178.7,23.1
5/16/1997,136,6.78,0,326,1.5,34.2,14.2,25.1,83,28,47,13,2.1,181.9,23.4
5/17/1997,137,8.6,0,341,1.4,36.1,18.7,27.6,71,18,37,11.5,3.5,306.4,23.8
5/18/1997,138,8.84,0,343,1.1,37.2,18.3,28.3,55,15,28,8.2,3.3,286,23.7
5/19/1997,139,7.38,0,354,1.2,35.4,13.5,24.2,79,16,40,9.7,2.2,189.7,24
5/20/1997,140,7.3,0,356,1.2,27,12.8,19.4,78,37,54,9.8,4,347.4,23.3
5/21/1997,141,6.57,0,333,1,29.4,9.4,19,87,22,44,6.3,2.3,197.9,23.5
5/22/1997,142,6.58,0,279,0.9,27.3,11.8,19.4,65,20,39,5.2,3.1,270.9,22.8
5/23/1997,143,2.59,8,162,1.5,21.1,13.6,16.8,98,59,81,13.5,2.2,193.6,22.3
5/24/1997,144,5.93,0,334,1.3,24.8,10.3,17.3,100,40,67,11.1,2.4,209.8,22
5/25/1997,145,6.57,0,350,1.1,26.3,8.9,17.6,96,26,54,8.1,3,259.8,21.6
5/26/1997,146,4.89,0,258,1.3,26,9.6,19.1,96,33,61,11.3,2.3,197.8,21.6
5/27/1997,147,6.71,0,339,1.6,30.4,15.2,23,99,31,58,14.3,2.5,211.7,22.3
5/28/1997,148,5.62,0,282,1.8,31.4,16.4,24.1,92,34,60,16,1.8,154,23.2
5/29/1997,149,7.16,0,338,1.7,32,16.5,24.5,91,36,55,14.8,2.6,226.9,23.5
5/30/1997,150,7.57,0,359,1.6,33.5,15.9,24.5,84,29,52,14.1,3,259.1,23.8
5/31/1997,151,6.41,0,309,1.5,30.6,16.3,23.4,89,34,52,13.1,2.4,208,23.6
6/1/1997,152,6.06,0,298,1.5,27.7,15.7,21.9,81,41,56,12.7,2.3,201.3,23.3
6/2/1997,153,5.75,0,286,1.4,29.1,12.4,21.5,85,34,54,11.8,2.3,197,22.8
6/3/1997,154,1.68,0,99,1.6,20.9,15.8,17.8,100,62,81,14.5,3.2,272.8,21.9
6/4/1997,155,4.46,0,251,1.5,24.6,15.4,18.9,100,43,70,13.2,2,174.4,21.8
6/5/1997,156,7.32,0,362,1.2,28.1,11.6,20.5,97,27,52,10.3,3,256.9,21.6
6/6/1997,157,9.81,0,370,1.1,31.9,17.7,25.1,65,19,34,8.1,5.2,449.6,21.8
6/7/1997,158,7.82,0,363,1.4,32.4,13.9,23.3,81,29,49,11.9,3,262.1,21.9
6/8/1997,159,7.08,0,360,1.5,29.7,14.1,21.7,87,40,59,13.3,2.9,247.9,22.2
6/9/1997,160,6.22,0,327,1.5,30.1,14.3,21.5,83,37,60,13.3,2.4,207.6,22.2
6/10/1997,161,7.05,0,354,1.5,29.1,14.1,20.9,83,34,60,12.8,3.4,293.7,22.3
6/11/1997,162,6.63,0,325,1.5,29.5,12,20.3,88,36,62,12.7,3.2,279.4,22
6/12/1997,163,6.9,0,362,1.4,27.1,12.1,19.6,94,35,59,11.4,3.4,293.4,22.2
6/13/1997,164,8.64,0,342,1.1,29,13.7,22.2,88,29,42,8.8,5.5,476.9,22.9
6/14/1997,165,7.06,0,355,1.5,31.3,15.8,22.6,73,33,53,12.6,2.8,239.8,24
6/15/1997,166,6.77,0,356,1.7,30.8,14.9,22,87,42,62,14.5,2.6,223.3,24
6/16/1997,167,6.72,0,357,1.7,33.9,14.1,23.2,90,37,61,15.2,1.9,166.4,24.4
6/17/1997,168,7.03,0,351,1.7,33.2,14.8,23.4,87,38,59,14.8,2.6,221.2,24.7
6/18/1997,169,7.03,0,367,1.7,32.8,15.3,23.8,87,35,58,15.1,2,175.7,24.7
6/19/1997,170,7.81,0,363,1.5,34,15.2,24.6,80,27,47,12.6,2.6,225.9,24.9
6/20/1997,171,7.53,0,369,1.3,30.3,13.6,21.6,77,30,51,11,3.1,265.1,24.7
6/21/1997,172,7.27,0,369,1.3,30,11.9,20,90,32,57,11.3,3.2,280,24.4
6/22/1997,173,6.86,0,370,1.2,27.9,10.7,19.2,84,33,55,9.9,3.1,271.8,23.5
6/23/1997,174,8.79,0,380,0.9,30.5,11.8,21.9,77,15,35,5.6,3.8,327.9,22.9
6/24/1997,175,8.37,0,375,1.1,34.1,14.5,24.9,60,19,34,8,2.7,237.3,22.8
6/25/1997,176,7.85,0,374,1.3,35.3,13.7,25.1,80,23,42,11.2,2.1,182.4,23.7
6/26/1997,177,7.19,0,345,1.2,30.5,12,21.8,81,26,47,10,2.8,239.9,25.2
6/27/1997,178,7.33,0,373,1.3,26.3,12.2,19,79,38,58,10.5,4.2,359.8,24.6
6/28/1997,179,7.1,0,370,1.3,25.2,11.8,18.2,87,42,62,10.7,4.3,370,23.5
6/29/1997,180,6.94,0,364,1.2,26,9.5,17.8,91,33,60,9.9,3.2,276.4,23.1
6/30/1997,181,6.16,0,326,1.2,23.8,12.8,18.3,88,39,59,10.1,3.4,295.1,22.7
7/1/1997,182,7.31,0,370,1.2,28,10.4,19.9,88,31,51,9.3,2.8,242.9,22.3
7/2/1997,183,8.26,0,375,1.3,30.8,12,22.2,81,26,47,10.3,3.7,316.3,22.1
7/3/1997,184,7.61,0,369,1.4,34.4,14.5,24.5,72,25,45,11.8,2.3,195.7,26.2
7/4/1997,185,7.59,0,376,1.5,32.8,14,22.9,90,24,54,13.2,2.6,221,27.2
7/5/1997,186,6.92,0,374,1.6,30.8,13.5,21.9,90,39,61,14,2.3,201.2,25.8
7/6/1997,187,7.41,0,370,1.5,33.4,14,23.7,88,29,51,13.1,2.1,181.9,25.4
7/7/1997,188,7.57,0,364,1.6,35.5,14,25.2,88,31,51,14.4,2.2,186.1,25.2
7/8/1997,189,8.19,0,356,1.7,37.5,16.1,26.9,84,24,48,14.8,2.6,226.9,25.2
7/9/1997,190,8.05,0,358,1.8,35.1,17.5,25.3,79,35,54,15.4,3.4,295.7,25.3
7/10/1997,191,6.44,0,,,,,,,,,,,,
7/11/1997,192,6.3,0,,,,,,75,26,,,0.5,43.5,
7/12/1997,193,6.51,0,378,,,,,92,22,,,0.5,41.5,
7/13/1997,194,6.3,0,370,,,,,89,34,,,0.5,41.6,
7/14/1997,195,6.37,0,371,,,,,85,30,,,0.5,41.7,
7/15/1997,196,7.44,0,498,,36.2,,27.8,82,19,,,2.6,220.4,23.4
7/16/1997,197,4.74,0,232,1.6,28,12.9,20.3,94,45,67,14,3,258.1,22.8
7/17/1997,198,7.42,0,365,1.5,33.2,13,22.1,91,24,55,12.7,3,257.2,24.6
7/18/1997,199,7.02,0,373,1.5,36.2,11.8,23,91,23,52,12.7,2,171.2,25
7/19/1997,200,7.12,0,366,1.7,35.5,14.5,24,88,29,55,14.5,2.2,192.8,25
7/20/1997,201,6.76,0,358,1.7,32,14.1,22,89,43,64,14.9,2.5,213.7,24.7
7/21/1997,202,7.15,0,360,1.7,37.3,13.6,23.9,92,25,56,14.5,2.3,202.4,24.5
7/22/1997,203,7.56,0,359,1.5,32.4,14.4,22.5,84,34,56,13.4,3.8,324.4,26.4
7/23/1997,204,2.88,0,145,1.5,27.7,14.8,21,81,46,62,13.3,2,175.7,25.4
7/24/1997,205,5.31,0,257,1.6,32,16.5,24.2,83,32,53,14,1.7,150.4,25
7/25/1997,206,7.03,0,354,1.6,35.6,14,25,89,27,52,14.5,1.8,155.7,25
7/26/1997,207,7.35,0,359,1.6,32.9,14,22.6,86,36,58,14,3,261.6,24.9
7/27/1997,208,6.84,0,362,1.5,32.3,11.8,21.4,90,31,59,13.1,2.8,242,24.2
7/28/1997,209,6.67,0,332,1.5,31.5,13,21.3,88,34,61,13.4,2.6,224.5,24
7/29/1997,210,6.78,0,353,1.6,31.7,13,22,89,36,59,13.7,2.8,242.1,23.9
7/30/1997,211,6.54,0,352,1.6,28,14.4,20.3,88,47,67,13.9,3.6,309,23.6
7/31/1997,212,6.73,0,358,1.5,31.3,11.1,21,96,27,59,12.8,2.2,192.9,24
8/1/1997,213,7,0,359,1.4,32.2,12.4,22,92,26,54,12.2,2.3,195.8,24
8/2/1997,214,6.86,0,356,1.4,33.5,12.4,22.7,88,25,51,12.1,2.2,188.7,23.7
8/3/1997,215,6.93,0,356,1.5,34.8,12.2,23.2,88,23,52,12.8,1.9,163.3,23.7
8/4/1997,216,6.94,0,355,1.5,38.6,12.1,25.4,91,17,45,12.6,1.6,141.8,23.8
8/5/1997,217,7.43,0,352,1.5,39.7,16.2,27.6,82,16,40,12.8,1.8,152.1,24.6
8/6/1997,218,6.68,0,328,1.6,39.9,15.3,27.2,84,20,44,13.8,1.6,135.1,24.7
8/7/1997,219,7.17,0,325,1.6,39.7,18.7,28.7,75,18,39,13.6,1.9,163.7,24.9
8/8/1997,220,7.47,0,326,1.6,36.5,18.3,26.2,69,23,46,13.7,2.8,244.4,24.8
8/9/1997,221,6.53,0,339,1.5,27.8,14.8,21.2,82,43,60,13,3,262.1,24
8/10/1997,222,5.81,0,308,1.4,25.2,14.7,19.9,84,43,62,12.5,2.9,252.1,23.4
8/11/1997,223,6.24,0,337,1.5,29.8,12.3,21.3,88,37,60,13.1,2.2,191,23.1
8/12/1997,224,6.31,0,336,1.5,32.1,12.4,21.9,95,24,58,13.2,2.1,182.7,23.4
8/13/1997,225,6.61,0,336,1.5,35.4,12.3,22.7,94,21,55,13.1,2.3,199,22.7
8/14/1997,226,6.16,0,316,1.5,34,12.1,22.5,92,32,56,13.3,2.1,184,23
8/15/1997,227,6.26,0,320,1.6,29.6,14.1,21.1,91,41,64,14,3.4,291.1,23.1
8/16/1997,228,6.21,0,328,1.5,28,14.1,20.1,89,41,65,13.2,3.6,311.1,22.7
8/17/1997,229,6.2,0,328,1.5,27.2,12.7,19.5,89,43,64,12.5,3.5,300.5,22.3
8/18/1997,230,5.9,0,321,1.5,29.3,12,20.9,91,32,59,12.7,2.5,220,22.1
8/19/1997,231,2.54,0,125,1.6,27.6,14.5,21.1,87,41,65,14.1,2.1,178.7,22.2
8/20/1997,232,4.92,0,279,1.9,28.2,16.9,21.3,100,52,77,17,3.1,270.2,22.2
8/21/1997,233,5.84,0,317,1.8,32.9,14.4,23.7,99,35,63,16.2,1.7,142.6,22.7
8/22/1997,234,6.48,0,316,1.5,30.9,16.7,23.1,80,29,52,12.7,2.8,244.9,22.9
8/23/1997,235,3.88,0,202,1.7,30,13.1,21,94,44,67,14.7,2.6,222.9,22.5
8/24/1997,236,5.86,0,318,1.6,29.9,15.4,21.9,91,35,62,14.3,2.3,203,22.5
8/25/1997,237,5.69,0,317,1.5,30.1,12.6,21.3,98,34,61,13.5,1.8,156.3,22.4
8/26/1997,238,6.02,0,313,1.5,30.5,14.3,22,90,35,58,13.5,2.4,208.1,23.3
8/27/1997,239,6.23,0,312,1.5,30.6,14.9,22,96,29,57,13,2.5,219.5,23.2
8/28/1997,240,5.52,0,307,1.5,30.9,12.1,21.3,90,33,60,13.2,1.9,167.7,22.6
8/29/1997,241,5.69,0,307,1.6,30.6,13.8,21.9,99,29,62,14.2,2.1,177.8,22.8
8/30/1997,242,5.94,0,298,1.5,31.3,12.3,21,95,30,60,13,2.7,233.2,22.5
8/31/1997,243,5.64,0,299,1.5,30.5,14.6,22.3,82,29,56,13.1,2.4,204.6,22.4
9/1/1997,244,5.44,0,289,1.5,32.2,13.9,22.3,91,30,57,13.4,1.9,165.5,22.5
9/2/1997,245,5.09,0,253,1.6,30.8,14.6,22.5,88,33,57,13.5,2.3,196.8,22.4
9/3/1997,246,5.53,0,292,1.6,33.3,15.7,24.4,87,31,51,13.6,1.6,139,22.6
9/4/1997,247,5.81,0,287,1.6,36.1,16.1,26.4,69,29,45,13.6,1.7,149.4,23.3
9/5/1997,248,6.63,0,286,1.4,34.7,16.6,25.2,76,14,44,12,2.9,246.4,23.9
9/6/1997,249,5.8,0,302,1.5,31.4,13.9,21.4,95,27,57,12.6,3,255.6,23.3
9/7/1997,250,5.32,0,285,1.4,33.2,11.5,21.3,93,27,53,11.5,2.1,182.6,22.8
9/8/1997,251,5.62,0,263,1.2,34.3,16.4,24,73,20,42,10.2,2.1,178.2,23.1
9/9/1997,252,6.14,0,254,1.3,31.5,16.5,23.3,70,21,45,10.6,3.1,263.6,23.2
9/10/1997,253,5.22,8,281,1.5,28,15.7,21.1,83,39,61,13.2,3.4,290,25.5
9/11/1997,254,4.82,0,274,1.5,29.4,12.4,20.9,96,32,62,13.2,2.1,182.6,25.6
9/12/1997,255,5.09,0,271,1.5,30.8,15,22,93,26,58,13.4,2.4,207,24.9
9/13/1997,256,5.53,0,275,1.5,29.3,15.5,21,89,29,61,13.3,4.2,360.9,23.9
9/14/1997,257,4.25,1,205,1.6,25.8,13.1,19.2,100,47,74,14.5,3.8,325.1,23.2
9/15/1997,258,4.26,0,265,1.3,25.6,9.9,18,100,38,65,11.4,1.7,144.5,22.6
9/16/1997,259,5.28,0,268,1.1,28.7,13.2,20.3,72,22,45,7.9,3,255.9,22
9/17/1997,260,5.49,0,262,1.4,29.4,12.9,20.9,89,32,58,12.4,3.3,285.9,21.9
9/18/1997,261,4.81,0,260,1.3,26.9,13.1,20.1,86,27,55,10.8,2.7,234.3,22.8
9/19/1997,262,6.08,0,259,1.1,29.1,8.6,20.3,95,26,45,7.9,3.8,328.7,21.6
9/20/1997,263,6.08,0,265,0.9,32,16.9,23.4,43,17,30,4.7,3,255.8,21.1
9/21/1997,264,5.05,0,262,0.9,33.2,11.5,22,65,20,36,6.2,1.7,146.6,21.2
9/22/1997,265,4.34,0,249,1.2,33.9,10.1,21.3,83,19,46,9.3,1.3,111.2,21.4
9/23/1997,266,4.79,0,251,1.1,37.2,12.6,24.1,67,16,36,8.2,1.4,118.7,21.6
9/24/1997,267,5.09,0,242,1.1,36.9,15.1,25.2,55,15,33,7.7,1.8,151.2,21.8
9/25/1997,268,5.91,0,236,1.5,33.3,16.7,24.5,81,31,47,12.6,4,346.5,22.1
9/26/1997,269,4.21,0,246,1.4,29.3,15.2,21.3,89,34,57,12.4,2,174,22.8
9/27/1997,270,9.25,0,247,0.7,31.5,16.9,25,49,11,21,1.3,7,605.7,21.8
9/28/1997,271,5.74,0,243,0.8,33.5,14.9,24.3,46,14,26,3.5,2.6,227.1,21.3
9/29/1997,272,4.93,0,235,1,34.7,13,23.9,59,22,34,7.2,1.8,152.2,21.7
9/30/1997,273,5.25,0,238,1.2,31.7,14.1,22.3,71,19,44,9.5,3,260.6,21.6
10/1/1997,274,4.78,0,216,1.6,26.2,16.1,20.2,82,45,66,13.6,5,431.8,21.3
10/2/1997,275,3.77,0,234,1.1,25.3,11.3,18.5,81,32,54,8.9,1.7,149.3,21.1
10/3/1997,276,3.88,0,233,1.2,29,9.9,19.3,81,31,56,10.2,1.7,145.6,20.6
10/4/1997,277,3.81,0,232,1.4,27.1,12.8,19.8,95,41,63,12.5,1.6,137.5,20.9
10/5/1997,278,5.58,0,233,0.7,25.8,11.2,18.5,61,17,34,2.2,3.8,325.3,20
10/6/1997,279,4.12,0,198,1,21.4,10.1,16,79,37,54,6.7,3.7,316.3,19.2
10/7/1997,280,4.63,0,223,0.7,22.3,9.1,15.4,68,23,43,2.8,3.6,314.2,18.4
10/8/1997,281,1.53,1,93,1.3,18.5,8.7,14.1,95,57,78,10.3,3.6,307.7,18.1
10/9/1997,282,2.67,9,174,1.4,20.6,10.5,15.3,100,45,80,11.9,2.8,244.8,20.4
10/10/1997,283,2.26,1,143,1.1,18.4,8.5,13.1,92,50,73,8.4,2.7,231.3,20.1
10/11/1997,284,4.03,0,221,0.8,20.1,5.1,12.8,92,25,53,3.4,3.1,271.5,21.7
10/12/1997,285,5.21,0,216,0.8,22.9,9.8,16.5,65,25,41,3,5,435.3,20.1
10/13/1997,286,3.39,0,213,0.9,25.5,7.4,16,82,27,51,6,1.7,149.5,19.3
10/14/1997,287,3.53,0,208,1,27.5,6.2,16.3,88,26,52,6.4,1.6,138.4,18.9
10/15/1997,288,3.46,0,211,1,29.6,7.5,17.6,81,27,52,7.5,1.3,116.6,18.8
10/16/1997,289,3.31,0,199,1.1,31.9,10.2,18.9,69,24,49,7.8,1.4,120,18.4
10/17/1997,290,3.54,0,200,1,30.8,10.6,19.1,72,22,44,6.7,1.6,136.4,18.3
10/18/1997,291,3.12,0,189,1,30.7,9.1,18.5,84,22,48,7.3,1.4,123.4,18.3
10/19/1997,292,2.84,0,190,1.2,22.2,6,14.6,99,48,72,9.7,1.8,154,18.5
10/20/1997,293,3.12,0,187,1.1,26,5.8,14.9,100,29,63,8,1.9,160.8,18
10/21/1997,294,2.78,0,190,1.2,28.2,6,15.4,98,29,67,9.4,1.6,134.3,18
10/22/1997,295,2.34,0,169,1.2,24.2,6,14.3,100,42,75,10,1.5,130.8,19.2
10/23/1997,296,3.04,0,158,1.1,23.7,7.4,15.3,100,32,61,7.7,2.5,217.8,18.6
10/24/1997,297,6.98,0,171,0.5,21.3,13.2,16.6,39,16,27,-2.5,8.4,722.3,15.7
10/25/1997,298,3.94,0,181,0.5,22.9,7.8,15.3,47,16,27,-3.3,3.2,279.6,15.2
10/26/1997,299,2.57,0,178,0.7,24.2,3.5,13.7,77,25,47,2.5,1.2,103.2,15.5
10/27/1997,300,3.34,0,174,0.7,25.1,8.5,15.8,65,22,42,2.8,2,176.7,15.7
10/28/1997,301,2.6,0,145,0.8,23.6,5.7,13.8,82,20,53,4.5,2.1,178.8,15.6
10/29/1997,302,2.31,0,147,1.2,23.8,8.4,16.4,88,35,65,9.8,1.6,137.3,17.1
10/30/1997,303,2.63,0,172,1.4,25.1,9.1,17.4,100,52,73,12.5,1.8,157,18.3
10/31/1997,304,2.61,0,167,1.5,27.5,11.9,19.3,99,46,69,13.5,1.7,142.7,19.7
11/1/1997,305,3.79,0,171,1.2,29.1,12.1,20.3,76,25,49,9.2,3.3,288.3,17.6
11/2/1997,306,2.58,0,166,1.1,27,7.8,16.7,86,35,57,8.2,1.3,111.1,17
11/3/1997,307,2.5,0,136,1,27.3,9.8,16.9,73,34,53,7.4,1.2,103.7,17.2
11/4/1997,308,2.82,0,141,1,27,11.3,17.8,64,30,48,6.6,1.8,157.7,16.8
11/5/1997,309,2.44,0,150,1,25.8,6.3,15.5,79,36,59,7.6,1.8,154.4,16.6
11/6/1997,310,1.15,0,74,1.3,21.2,11,15.3,96,59,77,11.2,2.1,181.9,18.4
11/7/1997,311,1.93,0,134,1.1,20.2,7.1,13.5,99,45,71,8.3,1.5,131.4,17.3
11/8/1997,312,2.09,0,129,0.9,18.9,5.7,11,97,39,68,5.2,2,172,15.7
11/9/1997,313,1.37,0,100,0.9,18.2,1.7,10.8,91,49,68,5.2,1,89.6,14.9
11/10/1997,314,0.34,7,36,1.2,14,10,11.6,100,69,89,9.8,1.6,137.9,18.8
11/11/1997,315,0.5,2,56,1.4,16.4,10.2,12.5,100,77,95,11.7,1.4,118.6,17.2
11/12/1997,316,0.97,0,91,1.3,16.9,8.8,11.9,100,68,91,10.4,1.3,115.7,19.7
11/13/1997,317,1.51,4,112,1.3,17.8,8.8,12.7,100,57,86,10.3,2.4,206.2,20.1
11/14/1997,318,1.23,6,105,1.2,16.1,8.3,11.4,100,71,92,10.1,1.9,161.7,18.5
11/15/1997,319,0.11,2,22,1.2,12.8,8.2,10.5,100,88,94,9.6,3.1,265,17.2
11/16/1997,320,1.31,1,103,1.2,16.6,8.1,11.4,100,74,91,9.9,2.7,235.4,17
